feature,coef,intercept
moneyness_std,-0.052064610632691445,0.26398861272490953
tau,0.10250279522527475,0.26398861272490953
is_call,0.09429950241617487,0.26398861272490953
delta_model,-0.06294761005342633,0.26398861272490953
theta_model,-0.18532366289732383,0.26398861272490953
gamma_model,0.016499121836887863,0.26398861272490953
vega_model,-0.26383826424342965,0.26398861272490953
iv,-0.1102801975491497,0.26398861272490953
log_mid_t,-0.1414116594353034,0.26398861272490953
opt_rel_spread_final,0.11673587198864462,0.26398861272490953
opt_rel_spread_chg,0.020533567136782997,0.26398861272490953
baspread_chg,0.020533567136783015,0.26398861272490953
log_open_interest_opt,-0.006568652623722609,0.26398861272490953
d_log_open_interest_opt,-0.009664354740523386,0.26398861272490953
atm_iv,0.14207104809157187,0.26398861272490953
smile_slope,0.009152586985502491,0.26398861272490953
convexity_proxy,0.009886587700745861,0.26398861272490953
rr25_proxy,-0.04665221034648566,0.26398861272490953
bf25_proxy,0.021937109357396033,0.26398861272490953
ivrv_ratio_pred,-0.00955312445119628,0.26398861272490953
d_iv_atm,0.02190665352767904,0.26398861272490953
atm_ivchg_proxy,0.021906653527679742,0.26398861272490953
dist_to_wall,-0.020718045108859915,0.26398861272490953
ddist_to_wall,-0.002524606406751198,0.26398861272490953
gex_proxy,0.0077635228210679065,0.26398861272490953
dgex_proxy,-0.43137145747361433,0.26398861272490953
ddist_to_wall_date,-0.006501983089031568,0.26398861272490953
dgex_proxy_date,0.43436044825272474,0.26398861272490953
oi_herf_date,-0.011050790356863537,0.26398861272490953
log_pcr_oi_opt,-0.04137492788380471,0.26398861272490953
d_log_pcr_oi_opt,0.05711827757202785,0.26398861272490953
rv_chg,-0.028936956234907222,0.26398861272490953
realskew_chg,0.010699705349011617,0.26398861272490953
fut_baspread_chg,0.026969705094911724,0.26398861272490953
fut_baspread_z,-0.06234368054671459,0.26398861272490953
log_taker_buy_sell_ratio,-0.08606192386790672,0.26398861272490953
log1p_taker_buy_volume,0.011808366326921034,0.26398861272490953
log1p_long_liquidations_usd,-0.17651761682570125,0.26398861272490953
log1p_short_liquidations_usd,0.1634883421650857,0.26398861272490953
d_log_taker_buy_sell_ratio,0.07556423530895398,0.26398861272490953
d_log1p_taker_buy_volume,0.15035600547441058,0.26398861272490953
d_log1p_long_liquidations_usd,-0.0380026072757986,0.26398861272490953
d_log1p_short_liquidations_usd,-0.15378248717348547,0.26398861272490953
basis,0.01645731031756234,0.26398861272490953
d_basis,-0.010726239979489497,0.26398861272490953
funding_rates,0.005261131424556566,0.26398861272490953
d_funding_rates,-0.01765981192457351,0.26398861272490953
log_estimated_leverage_ratio,-0.013524627506787297,0.26398861272490953
d_log_estimated_leverage_ratio,0.010461891709862536,0.26398861272490953
log_open_interest,0.05875662653248503,0.26398861272490953
d_log_open_interest,-0.01359489432032799,0.26398861272490953
log_pcr_oi,0.0011157717421326563,0.26398861272490953
d_log_pcr_oi,0.033892929270266076,0.26398861272490953
futmom_5,0.05328267468188005,0.26398861272490953
futmom_10,-0.10305225939586674,0.26398861272490953
futmom_21,0.03449460102510747,0.26398861272490953
