feature,coef,intercept
moneyness_std,0.09708617822152527,0.31374872100587625
tau,-0.046216657994180746,0.31374872100587625
is_call,0.07191439503970809,0.31374872100587625
delta_model,-0.005217086181474914,0.31374872100587625
theta_model,0.008207080451266781,0.31374872100587625
gamma_model,-0.08199197157556175,0.31374872100587625
vega_model,-0.06696101526207988,0.31374872100587625
iv,0.07761536101101493,0.31374872100587625
log_mid_t,-0.23001339201115859,0.31374872100587625
opt_rel_spread_final,0.2226529764913386,0.31374872100587625
opt_rel_spread_chg,0.03456712258133688,0.31374872100587625
baspread_chg,0.03456712258133688,0.31374872100587625
log_open_interest_opt,0.010958487691869875,0.31374872100587625
d_log_open_interest_opt,0.058430949429376974,0.31374872100587625
atm_iv,-0.0226063601914019,0.31374872100587625
smile_slope,0.004486796890121697,0.31374872100587625
convexity_proxy,0.07175348793763736,0.31374872100587625
rr25_proxy,-0.04721404656989995,0.31374872100587625
bf25_proxy,-0.0512724509861851,0.31374872100587625
ivrv_ratio_pred,-0.11719097478329672,0.31374872100587625
d_iv_atm,0.03881906930195913,0.31374872100587625
atm_ivchg_proxy,0.03881906930195913,0.31374872100587625
dist_to_wall,0.004033499228635702,0.31374872100587625
ddist_to_wall,-0.05151859928335923,0.31374872100587625
gex_proxy,-0.017169470472528415,0.31374872100587625
dgex_proxy,-0.12719441966401931,0.31374872100587625
ddist_to_wall_date,0.02836962376440829,0.31374872100587625
dgex_proxy_date,0.03242676319439135,0.31374872100587625
oi_herf_date,0.0019400864023543024,0.31374872100587625
log_pcr_oi_opt,0.023531018439797196,0.31374872100587625
d_log_pcr_oi_opt,-0.09605998407295341,0.31374872100587625
rv_chg,-0.039307147350464214,0.31374872100587625
realskew_chg,0.012632287450075197,0.31374872100587625
fut_baspread_chg,-0.013634403880623846,0.31374872100587625
fut_baspread_z,-0.03968826217473333,0.31374872100587625
log_taker_buy_sell_ratio,-0.0025655339995096955,0.31374872100587625
log1p_taker_buy_volume,0.005249390344960925,0.31374872100587625
log1p_long_liquidations_usd,-0.014890652161922216,0.31374872100587625
log1p_short_liquidations_usd,0.049609430188363196,0.31374872100587625
d_log_taker_buy_sell_ratio,0.01505272077086387,0.31374872100587625
d_log1p_taker_buy_volume,0.02253791960468561,0.31374872100587625
d_log1p_long_liquidations_usd,-0.037922179471453876,0.31374872100587625
d_log1p_short_liquidations_usd,0.011085214192162044,0.31374872100587625
basis,0.029956407337191376,0.31374872100587625
d_basis,0.005385651914301506,0.31374872100587625
funding_rates,-0.006619413803372604,0.31374872100587625
d_funding_rates,0.030030256988028373,0.31374872100587625
log_estimated_leverage_ratio,-0.02765906066599212,0.31374872100587625
d_log_estimated_leverage_ratio,-0.018650742532771256,0.31374872100587625
log_open_interest,-0.013094820338122965,0.31374872100587625
d_log_open_interest,0.007916224970626868,0.31374872100587625
log_pcr_oi,0.028585346117083063,0.31374872100587625
d_log_pcr_oi,0.006153917883737812,0.31374872100587625
futmom_5,-0.016166349356469458,0.31374872100587625
futmom_10,-0.05090145396185248,0.31374872100587625
futmom_21,0.03296530181239325,0.31374872100587625
