feature,coef,intercept
moneyness_std,-0.06335114005514596,0.2755547564640913
tau,0.12321372202314003,0.2755547564640913
is_call,0.11174827643536986,0.2755547564640913
delta_model,-0.07414037961064611,0.2755547564640913
theta_model,-0.15574253603291674,0.2755547564640913
gamma_model,0.09364437690506762,0.2755547564640913
vega_model,-0.3149972389425112,0.2755547564640913
iv,-0.08438879120202988,0.2755547564640913
log_mid_t,-0.16055747102832016,0.2755547564640913
opt_rel_spread_final,0.09899413394999985,0.2755547564640913
opt_rel_spread_chg,0.01962169879491206,0.2755547564640913
baspread_chg,0.01962169879491182,0.2755547564640913
log_open_interest_opt,0.0038196380813790938,0.2755547564640913
d_log_open_interest_opt,-0.004203847451002663,0.2755547564640913
atm_iv,0.1919095236528325,0.2755547564640913
smile_slope,0.010777014313076292,0.2755547564640913
convexity_proxy,0.05802797955927398,0.2755547564640913
rr25_proxy,-0.04975888322812713,0.2755547564640913
bf25_proxy,0.025150652027549337,0.2755547564640913
ivrv_ratio_pred,0.00458585038726247,0.2755547564640913
d_iv_atm,0.009695005204056324,0.2755547564640913
atm_ivchg_proxy,0.009695005204068682,0.2755547564640913
dist_to_wall,-0.03012215443806102,0.2755547564640913
ddist_to_wall,-0.03596067369813184,0.2755547564640913
gex_proxy,0.00399229660102353,0.2755547564640913
dgex_proxy,-0.4308559262111449,0.2755547564640913
ddist_to_wall_date,0.02280033219630695,0.2755547564640913
dgex_proxy_date,0.42245629668825,0.2755547564640913
oi_herf_date,-0.015230261871192047,0.2755547564640913
log_pcr_oi_opt,-0.041294463003124664,0.2755547564640913
d_log_pcr_oi_opt,0.048348690267854405,0.2755547564640913
rv_chg,-0.024804581607039272,0.2755547564640913
realskew_chg,-0.023492479061547743,0.2755547564640913
fut_baspread_chg,0.01041228378151493,0.2755547564640913
fut_baspread_z,-0.04286240724809918,0.2755547564640913
log_taker_buy_sell_ratio,-0.0778691118430138,0.2755547564640913
log1p_taker_buy_volume,0.11546068465530215,0.2755547564640913
log1p_long_liquidations_usd,-0.09109445657091549,0.2755547564640913
log1p_short_liquidations_usd,0.09999724337090397,0.2755547564640913
d_log_taker_buy_sell_ratio,0.056330630266220434,0.2755547564640913
d_log1p_taker_buy_volume,0.1501285400284578,0.2755547564640913
d_log1p_long_liquidations_usd,-0.058172079159926685,0.2755547564640913
d_log1p_short_liquidations_usd,-0.15712624284948515,0.2755547564640913
basis,0.0220664759684666,0.2755547564640913
d_basis,-0.016981901113253473,0.2755547564640913
funding_rates,-0.032892155777969695,0.2755547564640913
d_funding_rates,-0.1772683211042294,0.2755547564640913
log_estimated_leverage_ratio,0.09056499320043186,0.2755547564640913
d_log_estimated_leverage_ratio,0.18509094818899582,0.2755547564640913
log_open_interest,-0.015868714167638895,0.2755547564640913
d_log_open_interest,-0.20251582268524257,0.2755547564640913
log_pcr_oi,-0.005828509634382347,0.2755547564640913
d_log_pcr_oi,0.010964750749254694,0.2755547564640913
futmom_5,0.060679587129511436,0.2755547564640913
futmom_10,-0.13735463072832463,0.2755547564640913
futmom_21,0.017470606509954457,0.2755547564640913
log1p_spot_inflow_total,0.11890306812709488,0.2755547564640913
log1p_spot_outflow_total,-0.07609588436352006,0.2755547564640913
asinh_spot_netflow_total,-0.022065168118192136,0.2755547564640913
log1p_spot_reserve_usd,0.09333948029885357,0.2755547564640913
log1p_spot_transactions_count_inflow,-0.041535282931846364,0.2755547564640913
log1p_spot_transactions_count_outflow,0.1729263085621332,0.2755547564640913
addresses_count_active,-0.02158742919407029,0.2755547564640913
d_log1p_spot_inflow_total,0.14642905425652925,0.2755547564640913
d_log1p_spot_outflow_total,-0.004563214311322021,0.2755547564640913
d_asinh_spot_netflow_total,0.030789361422426272,0.2755547564640913
d_log1p_spot_reserve_usd,0.26459997033897226,0.2755547564640913
d_log1p_spot_transactions_count_inflow,-0.029397509369095496,0.2755547564640913
d_log1p_spot_transactions_count_outflow,-0.0497510597252621,0.2755547564640913
log1p_der_inflow_total,0.0346426718240744,0.2755547564640913
d_log1p_der_inflow_total,0.0849885080522885,0.2755547564640913
log1p_der_outflow_total,-0.24630201527012255,0.2755547564640913
d_log1p_der_outflow_total,0.010235885313130647,0.2755547564640913
asinh_der_netflow_total,-0.0045591724932676405,0.2755547564640913
d_asinh_der_netflow_total,-0.06398732316358315,0.2755547564640913
d_funding_rates_x_mny,0.018383716966517902,0.2755547564640913
d_funding_rates_x_tau,0.19426433586368363,0.2755547564640913
d_log1p_spot_inflow_total_x_mny,-0.00017592578242878808,0.2755547564640913
d_log1p_spot_inflow_total_x_tau,-0.17332219353698458,0.2755547564640913
d_log_open_interest_x_mny,-0.012472726668701755,0.2755547564640913
d_log_open_interest_x_tau,-0.0865111682561596,0.2755547564640913
d_log_pcr_oi_x_mny,0.018069777010836487,0.2755547564640913
d_log_pcr_oi_x_tau,0.020747602407179145,0.2755547564640913
