date,date_next,optionid,callput,dte,strike,underlying_price,opt_price,delta_clean,log_mny,r_daily,dhret
2023-05-30,2023-05-31,2016603239,C,3,50000.0,28070.0,1.0,0.000773,0.5773216150543549,0.00013863013698630136,0.7688897785676834
2023-05-31,2023-06-01,2016603239,C,2,50000.0,27075.0,1.0,0.000759,0.6134122125410917,0.0001391780821917808,0.11369499806602268
2023-05-31,2023-06-01,2016603240,P,2,50000.0,27075.0,22920.0,-0.999116,0.6134122125410917,0.0001391780821917808,-0.00013337417911507554
2023-06-06,2023-06-07,2016603241,C,3,50000.0,27265.0,1.0,0.000762,0.6064191770501212,0.00013835616438356136,0.49890261758304666
2023-06-07,2023-06-08,2016603241,C,2,50000.0,26610.0,1.0,0.000754,0.6307359204385482,0.00013835616438356136,-0.03029416477994129
2023-06-07,2023-06-08,2016603242,P,2,50000.0,26610.0,23385.0,-0.999009,0.6307359204385482,0.00013835616438356136,-0.00014003189380673575
2023-06-13,2023-06-14,2016603243,C,3,50000.0,25930.0,1.0,0.000746,0.656622405877573,0.00013835616438356136,0.022238566992786035
2023-06-14,2023-06-15,2016603243,C,2,50000.0,25900.0,1.0,0.000746,0.657780036722654,0.00013835616438356136,0.3205972872246443
2023-06-14,2023-06-15,2016603244,P,2,50000.0,25900.0,24095.0,-0.998876,0.657780036722654,0.00013835616438356136,-0.00011828086610787825
2023-05-22,2023-05-23,2016603247,C,2,50000.0,26865.0,1.0,0.000757,0.6211986812473612,0.00013835616438356136,-0.2536982554468491
2023-05-22,2023-05-23,2016603248,P,2,50000.0,26865.0,23130.0,-0.999112,0.6211986812473612,0.00013835616438356136,-0.00015119646461658753
2023-05-22,2023-05-23,2016603249,C,3,50000.0,26865.0,1.0,0.000757,0.6211986812473612,0.00013835616438356136,-0.2536982554468491
2023-05-23,2023-05-24,2016603249,C,2,50000.0,27200.0,1.0,0.000761,0.6088060321261943,0.00013835616438356136,0.7417340203615665
2023-05-23,2023-05-24,2016603250,P,2,50000.0,27200.0,22795.0,-0.999165,0.6088060321261943,0.00013835616438356136,-0.0001026268962256438
2023-06-20,2023-06-21,2016603251,C,3,50000.0,28180.0,1.0,0.000774,0.5734104989576119,0.00013835616438356136,-1.6098356254819537
2023-06-21,2023-06-22,2016603251,C,2,50000.0,30260.0,1.0,0.000811,0.5021962970679361,0.00013835616438356136,-0.0893359959786385
2023-06-21,2023-06-22,2016603252,P,2,50000.0,30260.0,19735.0,-0.999657,0.5021962970679361,0.00013835616438356136,-0.0001402485918972074
2023-06-02,2023-06-05,2016618537,C,3,10000.0,27385.0,17380.0,0.998999,-1.007410325241639,0.0001389041095890411,0.07058853222258565
2023-06-02,2023-06-05,2016618547,C,3,22000.0,27385.0,5385.0,0.996619,-0.21895296487736882,0.0001389041095890411,0.22643320049137938
2023-06-02,2023-06-05,2016618549,C,3,23000.0,27385.0,4385.0,0.996545,-0.17450120230653493,0.0001389041095890411,0.2780735592698269
2023-06-02,2023-06-05,2016618551,C,3,24000.0,27385.0,3385.0,0.996473,-0.13194158788773908,0.0001389041095890411,0.3602262391922004
2023-06-02,2023-06-05,2016618553,C,3,25000.0,27385.0,2395.0,0.976837,-0.09111959336748388,0.0001389041095890411,0.4907075755101469
2023-06-02,2023-06-05,2016618555,C,3,26000.0,27385.0,1420.0,0.922623,-0.051898880214202636,0.0001389041095890411,0.7435163641865268
2023-06-02,2023-06-05,2016618558,P,3,27000.0,27385.0,135.0,-0.291896,-0.014158552231355552,0.0001389041095890411,-3.781232342064632
2023-06-02,2023-06-05,2016618560,P,3,28000.0,27385.0,720.0,-0.770759,0.02220909193951924,0.0001389041095890411,-1.293201571707863
2023-06-02,2023-06-05,2016618562,P,3,29000.0,27385.0,1645.0,-0.931669,0.057300411750789294,0.0001389041095890411,-0.6911811363308626
2023-06-02,2023-06-05,2016618564,P,3,30000.0,27385.0,2625.0,-0.975771,0.0912019634264708,0.0001389041095890411,-0.45488729744219336
2023-06-02,2023-06-05,2016618566,P,3,31000.0,27385.0,3620.0,-0.98713,0.12399178624946161,0.0001389041095890411,-0.333988050470858
2023-06-02,2023-06-05,2016618568,P,3,32000.0,27385.0,4615.0,-0.995926,0.15574048456404185,0.0001389041095890411,-0.2642518994098756
2023-06-02,2023-06-05,2016618570,P,3,33000.0,27385.0,5615.0,-0.995861,0.1865121432307955,0.0001389041095890411,-0.21719465562733797
2023-06-02,2023-06-05,2016618586,P,3,41000.0,27385.0,13610.0,-0.999369,0.40357664846862307,0.0001389041095890411,-0.0897707332632609
2023-06-02,2023-06-05,2016618588,P,3,42000.0,27385.0,14610.0,-0.998997,0.4276742000476837,0.0001389041095890411,-0.08359134255212786
2023-06-02,2023-06-05,2016618590,P,3,43000.0,27385.0,15610.0,-0.998693,0.4512046974578778,0.0001389041095890411,-0.07821127438693931
2023-06-02,2023-06-05,2016618592,P,3,44000.0,27385.0,16610.0,-0.998431,0.47419421568257647,0.0001389041095890411,-0.07348342874742875
2023-06-02,2023-06-05,2016618594,P,3,45000.0,27385.0,17610.0,-0.998198,0.4966670715346352,0.0001389041095890411,-0.06929540646116927
2023-06-02,2023-06-05,2016618602,P,3,55000.0,27385.0,27605.0,-0.999231,0.6973377669967863,0.0001389041095890411,-0.04413994894434592
2023-06-02,2023-06-05,2016618612,P,3,80000.0,27385.0,52595.0,-0.999579,1.0720312164381969,0.0001389041095890411,-0.023054712172590808
2023-05-30,2023-05-31,2016618619,C,3,100000.0,28070.0,1.0,0.000413,1.2704687956143002,0.00013863013698630136,0.4107394289997057
2023-05-31,2023-06-01,2016618619,C,2,100000.0,27075.0,1.0,0.000417,1.306559393101037,0.0001391780821917808,0.062402136908068506
2023-05-30,2023-05-31,2016618622,P,3,10000.0,28070.0,1.0,-0.000391,-1.0321162973797455,0.00013863013698630136,-0.38912968503544454
2023-05-31,2023-06-01,2016618622,P,2,10000.0,27075.0,1.0,-0.000418,-0.9960256998930086,0.0001391780821917808,-0.06283043346295913
2023-05-30,2023-05-31,2016618626,P,3,15000.0,28070.0,1.0,-0.000629,-0.6266511892715811,0.00013863013698630136,-0.625906860583163
2023-05-31,2023-06-01,2016618626,P,2,15000.0,27075.0,1.0,-0.000686,-0.5905605917848442,0.0001391780821917808,-0.10302483928264228
2023-05-30,2023-05-31,2016618627,C,3,20000.0,28070.0,8070.0,0.996823,-0.3389691168198002,0.00013863013698630136,-0.0005302685216993508
2023-05-31,2023-06-01,2016618627,C,2,20000.0,27075.0,7075.0,0.997703,-0.30287851933306326,0.0001391780821917808,-0.000187851584011689
2023-05-30,2023-05-31,2016618628,P,3,20000.0,28070.0,2.0,-0.001968,-0.3389691168198002,0.00013863013698630136,-1.4790135942798068
2023-05-31,2023-06-01,2016618628,P,2,20000.0,27075.0,1.0,-0.001253,-0.30287851933306326,0.0001391780821917808,-0.188063003833987
2023-05-30,2023-05-31,2016618629,C,3,21000.0,28070.0,7070.0,0.996748,-0.2901789526503681,0.00013863013698630136,-0.0005962193359176915
2023-05-31,2023-06-01,2016618629,C,2,21000.0,27075.0,6075.0,0.997649,-0.25408835516363126,0.0001391780821917808,-0.00019720001898737571
2023-05-30,2023-05-31,2016618630,P,3,21000.0,28070.0,3.0,-0.003152,-0.2901789526503681,0.00013863013698630136,-1.7119812979351354
2023-05-31,2023-06-01,2016618630,P,2,21000.0,27075.0,1.0,-0.001462,-0.25408835516363126,0.0001391780821917808,-0.21940864120829218
2023-05-30,2023-05-31,2016618631,C,3,22000.0,28070.0,6075.0,0.99213,-0.24365893701547528,0.00013863013698630136,-0.0022503593216286477
2023-05-31,2023-06-01,2016618631,C,2,22000.0,27075.0,5075.0,0.997595,-0.20756833952873843,0.0001391780821917808,-0.000210232566268731
2023-05-30,2023-05-31,2016618632,P,3,22000.0,28070.0,5.0,-0.00554,-0.24365893701547528,0.00013863013698630136,-1.9023349091879318
2023-05-31,2023-06-01,2016618632,P,2,22000.0,27075.0,1.0,-0.001743,-0.20756833952873843,0.0001391780821917808,-0.26155277566848223
2023-05-30,2023-05-31,2016618633,C,3,23000.0,28070.0,5075.0,0.991134,-0.19920717444464137,0.00013863013698630136,-0.0028617151904166693
2023-05-31,2023-06-01,2016618633,C,2,23000.0,27075.0,4075.0,0.997543,-0.16311657695790463,0.0001391780821917808,-0.00022958784638715812
2023-05-30,2023-05-31,2016618634,P,3,23000.0,28070.0,9.0,-0.010423,-0.19920717444464137,0.00013863013698630136,-2.041065121444047
2023-05-31,2023-06-01,2016618634,P,2,23000.0,27075.0,1.0,-0.002146,-0.16311657695790463,0.0001391780821917808,-0.32199436352419986
2023-05-30,2023-05-31,2016618635,C,3,24000.0,28070.0,4085.0,0.979541,-0.15664756002584548,0.00013863013698630136,-0.007568842801176534
2023-05-31,2023-06-01,2016618635,C,2,24000.0,27075.0,3080.0,0.988352,-0.12055696253910872,0.0001391780821917808,-0.0023295032170508323
2023-05-30,2023-05-31,2016618636,P,3,24000.0,28070.0,15.0,-0.018664,-0.15664756002584548,0.00013863013698630136,-2.037901448913292
2023-05-31,2023-06-01,2016618636,P,2,24000.0,27075.0,3.0,-0.006794,-0.12055696253910872,0.0001391780821917808,-1.0063657806895185
2023-05-30,2023-05-31,2016618637,C,3,25000.0,28070.0,3095.0,0.964386,-0.11582556550559042,0.00013863013698630136,-0.014817005778809067
2023-05-31,2023-06-01,2016618637,C,2,25000.0,27075.0,2090.0,0.966916,-0.0797349680188536,0.0001391780821917808,-0.007297301213784468
2023-05-30,2023-05-31,2016618638,P,3,25000.0,28070.0,30.0,-0.038793,-0.11582556550559042,0.00013863013698630136,-1.7198680379286233
2023-05-31,2023-06-01,2016618638,P,2,25000.0,27075.0,17.0,-0.035025,-0.0797349680188536,0.0001391780821917808,-0.9561090498347402
2023-05-30,2023-05-31,2016618639,C,3,26000.0,28070.0,2130.0,0.917171,-0.07660485235230904,0.00013863013698630136,-0.029437298066613993
2023-05-31,2023-06-01,2016618639,C,2,26000.0,27075.0,1155.0,0.854561,-0.04051425486557222,0.0001391780821917808,-0.04932352544972496
2023-05-30,2023-05-31,2016618640,P,3,26000.0,28070.0,60.0,-0.081786,-0.07660485235230904,0.00013863013698630136,-1.0229479853843093
2023-05-31,2023-06-01,2016618640,P,2,26000.0,27075.0,80.0,-0.144923,-0.04051425486557222,0.0001391780821917808,-0.7092710880923969
2023-05-30,2023-05-31,2016618641,C,3,27000.0,28070.0,1200.0,0.813569,-0.03886452436946207,0.00013863013698630136,-0.00472034658802567
2023-05-31,2023-06-01,2016618641,C,2,27000.0,27075.0,385.0,0.540663,-0.002773926882725208,0.0001391780821917808,-0.19206192779090037
2023-05-30,2023-05-31,2016618642,P,3,27000.0,28070.0,130.0,-0.185778,-0.03886452436946207,0.00013863013698630136,-0.03743428677052951
2023-05-31,2023-06-01,2016618642,P,2,27000.0,27075.0,310.0,-0.459082,-0.002773926882725208,0.0001391780821917808,-0.23837148586690737
2023-05-30,2023-05-31,2016618643,C,3,28000.0,28070.0,440.0,0.534524,-0.0024968801985871545,0.00013863013698630136,0.39037856981022245
2023-05-31,2023-06-01,2016618643,C,2,28000.0,27075.0,80.0,0.165983,0.03359371728814951,0.0001391780821917808,-0.0639121579106251
2023-05-30,2023-05-31,2016618644,P,3,28000.0,28070.0,370.0,-0.465096,-0.0024968801985871545,0.00013863013698630136,0.46528194884378915
2023-05-31,2023-06-01,2016618644,P,2,28000.0,27075.0,1005.0,-0.833509,0.03359371728814951,0.0001391780821917808,-0.005139806017429471
2023-05-30,2023-05-31,2016618645,C,3,29000.0,28070.0,120.0,0.20275,0.03259443961268301,0.00013863013698630136,0.8142172448148284
2023-05-31,2023-06-01,2016618645,C,2,29000.0,27075.0,16.0,0.038749,0.06868503709941971,0.0001391780821917808,0.4880647689992734
2023-05-30,2023-05-31,2016618646,P,3,29000.0,28070.0,1050.0,-0.796586,0.03259443961268301,0.00013863013698630136,0.09260751262323352
2023-05-31,2023-06-01,2016618646,P,2,29000.0,27075.0,1940.0,-0.96189,0.06868503709941971,0.0001391780821917808,0.005384041649381999
2023-05-30,2023-05-31,2016618647,C,3,30000.0,28070.0,40.0,0.072499,0.06649599128836421,0.00013863013698630136,0.9031487912223677
2023-05-31,2023-06-01,2016618647,C,2,30000.0,27075.0,4.0,0.010091,0.10258658877510114,0.0001391780821917808,1.378081523174309
2023-05-30,2023-05-31,2016618648,P,3,30000.0,28070.0,1970.0,-0.926254,0.06649599128836421,0.00013863013698630136,0.019339536536150392
2023-05-31,2023-06-01,2016618648,P,2,30000.0,27075.0,2930.0,-0.986342,0.10258658877510114,0.0001391780821917808,0.0005599590008531496
2023-05-30,2023-05-31,2016618649,C,3,31000.0,28070.0,21.0,0.03549,0.09928581411135513,0.00013863013698630136,0.7289293659042126
2023-05-31,2023-06-01,2016618649,C,2,31000.0,27075.0,1.0,0.00261,0.13537641159809188,0.0001391780821917808,1.3911672019346346
2023-05-30,2023-05-31,2016618650,P,3,31000.0,28070.0,2950.0,-0.963995,0.09928581411135513,0.00013863013698630136,0.005225043819558017
2023-05-31,2023-06-01,2016618650,P,2,31000.0,27075.0,3925.0,-0.997149,0.13537641159809188,0.0001391780821917808,-3.021846243134174e-05
2023-05-30,2023-05-31,2016618651,C,3,32000.0,28070.0,7.0,0.012633,0.1310345124259355,0.00013863013698630136,0.9382791532383257
2023-05-31,2023-06-01,2016618651,C,2,32000.0,27075.0,1.0,0.002196,0.16712510991267227,0.0001391780821917808,0.3292150024051448
2023-05-30,2023-05-31,2016618652,P,3,32000.0,28070.0,3935.0,-0.987717,0.1310345124259355,0.00013863013698630136,0.0016963532487916932
2023-05-31,2023-06-01,2016618652,P,2,32000.0,27075.0,4925.0,-0.997102,0.16712510991267227,0.0001391780821917808,-5.090703765697757e-05
2023-05-30,2023-05-31,2016618653,C,3,33000.0,28070.0,2.0,0.003901,0.16180617109268905,0.00013863013698630136,1.440409185740278
2023-05-31,2023-06-01,2016618653,C,2,33000.0,27075.0,1.0,0.001912,0.19789676857942584,0.0001391780821917808,0.28662093056637583
2023-05-30,2023-05-31,2016618654,P,3,33000.0,28070.0,4930.0,-0.995933,0.16180617109268905,0.00013863013698630136,0.0006820998470289386
2023-05-31,2023-06-01,2016618654,P,2,33000.0,27075.0,5925.0,-0.997055,0.19789676857942584,0.0001391780821917808,-6.461212757447043e-05
2023-05-30,2023-05-31,2016618655,C,3,34000.0,28070.0,1.0,0.001904,0.19165913424237027,0.00013863013698630136,1.8940787934604133
2023-05-31,2023-06-01,2016618655,C,2,34000.0,27075.0,1.0,0.001704,0.2277497317291071,0.0001391780821917808,0.25542527231826373
2023-05-30,2023-05-31,2016618656,P,3,34000.0,28070.0,5930.0,-0.995871,0.19165913424237027,0.00013863013698630136,0.0005541016481636074
2023-05-31,2023-06-01,2016618656,P,2,34000.0,27075.0,6925.0,-0.99701,0.2277497317291071,0.0001391780821917808,-7.440238405020949e-05
2023-05-30,2023-05-31,2016618657,C,3,35000.0,28070.0,1.0,0.001696,0.2206466711156226,0.00013863013698630136,1.687147480376693
2023-05-31,2023-06-01,2016618657,C,2,35000.0,27075.0,1.0,0.001544,0.25673726860235946,0.0001391780821917808,0.23142861212740806
2023-05-31,2023-06-01,2016618658,P,2,35000.0,27075.0,7925.0,-0.996964,0.25673726860235946,0.0001391780821917808,-8.170298852905322e-05
2023-05-30,2023-05-31,2016618659,C,3,36000.0,28070.0,1.0,0.001537,0.2488175480823188,0.00013863013698630136,1.5289644093175028
2023-05-31,2023-06-01,2016618659,C,2,36000.0,27075.0,1.0,0.001418,0.28490814556905564,0.0001391780821917808,0.21253124222710906
2023-05-31,2023-06-01,2016618660,P,2,36000.0,27075.0,8925.0,-0.996919,0.28490814556905564,0.0001391780821917808,-8.738440759259447e-05
2023-05-30,2023-05-31,2016618661,C,3,37000.0,28070.0,1.0,0.00141,0.2762165222704333,0.00013863013698630136,1.4026169248865772
2023-05-31,2023-06-01,2016618661,C,2,37000.0,27075.0,1.0,0.001315,0.3123071197571702,0.0001391780821917808,0.19708339222924587
2023-05-30,2023-05-31,2016618663,C,3,38000.0,28070.0,1.0,0.001308,0.3028847693525947,0.00013863013698630136,1.3011409925089832
2023-05-31,2023-06-01,2016618663,C,2,38000.0,27075.0,1.0,0.00123,0.3389753668393314,0.0001391780821917808,0.18433516650285364
2023-05-30,2023-05-31,2016618665,C,3,39000.0,28070.0,1.0,0.001222,0.32886025575585537,0.00013863013698630136,1.2155828534455222
2023-05-31,2023-06-01,2016618665,C,2,39000.0,27075.0,1.0,0.001158,0.36495085324259213,0.0001391780821917808,0.17353666941696888
2023-05-30,2023-05-31,2016618667,C,3,40000.0,28070.0,1.0,0.00115,0.35417806374014515,0.00013863013698630136,1.1439527835319265
2023-05-31,2023-06-01,2016618667,C,2,40000.0,27075.0,1.0,0.001096,0.3902686612268821,0.0001391780821917808,0.16423796359301246
2023-05-30,2023-05-31,2016618669,C,3,41000.0,28070.0,1.0,0.001089,0.3788706763305167,0.00013863013698630136,1.0832661965217967
2023-05-31,2023-06-01,2016618669,C,2,41000.0,27075.0,1.0,0.001042,0.41496127381725345,0.0001391780821917808,0.15613909077859844
2023-05-30,2023-05-31,2016618671,C,3,42000.0,28070.0,1.0,0.001035,0.4029682279095772,0.00013863013698630136,1.0295436440866004
2023-05-31,2023-06-01,2016618671,C,2,42000.0,27075.0,1.0,0.000996,0.439058825396314,0.0001391780821917808,0.1492400509737275
2023-05-30,2023-05-31,2016618672,P,3,42000.0,28070.0,13925.0,-0.999279,0.4029682279095772,0.00013863013698630136,-8.709957043995242e-05
2023-05-30,2023-05-31,2016618673,C,3,43000.0,28070.0,1.0,0.000988,0.42649872531977123,0.00013863013698630136,0.9827851262263367
2023-05-31,2023-06-01,2016618673,C,2,43000.0,27075.0,1.0,0.000954,0.46258932280650805,0.0001391780821917808,0.14294092767362798
2023-05-30,2023-05-31,2016618674,P,3,43000.0,28070.0,14925.0,-0.998932,0.42649872531977123,0.00013863013698630136,-6.742079043298155e-05
2023-05-30,2023-05-31,2016618675,C,3,44000.0,28070.0,1.0,0.000947,0.44948824354447003,0.00013863013698630136,0.9419957808588726
2023-05-31,2023-06-01,2016618675,C,2,44000.0,27075.0,1.0,0.000917,0.48557884103120685,0.0001391780821917808,0.13739170000449263
2023-05-30,2023-05-31,2016618676,P,3,44000.0,28070.0,15925.0,-0.998643,0.44948824354447003,0.00013863013698630136,-5.38368023114133e-05
2023-05-30,2023-05-31,2016618677,C,3,45000.0,28070.0,1.0,0.00091,0.47196109939652864,0.00013863013698630136,0.9051858838199416
2023-05-31,2023-06-01,2016618677,C,2,45000.0,27075.0,1.0,0.000884,0.5080516968832653,0.0001391780821917808,0.1324423888401287
2023-05-30,2023-05-31,2016618678,P,3,45000.0,28070.0,16925.0,-0.998392,0.47196109939652864,0.00013863013698630136,-4.4091675954538445e-05
2023-05-30,2023-05-31,2016618679,C,3,46000.0,28070.0,1.0,0.000877,0.4939400061153039,0.00013863013698630136,0.8723554351095435
2023-05-31,2023-06-01,2016618679,C,2,46000.0,27075.0,1.0,0.000854,0.5300306036020407,0.0001391780821917808,0.12794301505434325
2023-05-30,2023-05-31,2016618680,P,3,46000.0,28070.0,17925.0,-0.998169,0.4939400061153039,0.00013863013698630136,-3.698791032369364e-05
2023-05-30,2023-05-31,2016618681,C,3,47000.0,28070.0,1.0,0.000847,0.5154462113362674,0.00013863013698630136,0.8425095726455456
2023-05-31,2023-06-01,2016618681,C,2,47000.0,27075.0,1.0,0.000827,0.5515368088230044,0.0001391780821917808,0.12389357864713624
2023-05-31,2023-06-01,2016618682,P,2,47000.0,27075.0,19920.0,-0.99969,0.5515368088230044,0.0001391780821917808,-0.00013682470184273043
2023-05-31,2023-06-01,2016618683,C,2,5000.0,27075.0,22070.0,0.99959,-1.6891728804529538,0.0001391780821917808,-0.0001419449146995433
2023-05-30,2023-05-31,2016618684,P,3,5000.0,28070.0,1.0,-0.000232,-1.7252634779396907,0.00013863013698630136,-0.23094661397625427
2023-05-31,2023-06-01,2016618684,P,2,5000.0,27075.0,1.0,-0.000245,-1.6891728804529538,0.0001391780821917808,-0.036884044631596447
2023-05-30,2023-05-31,2016618685,C,3,55000.0,28070.0,1.0,0.000683,0.6726317948586799,0.00013863013698630136,0.6793521911756888
2023-05-31,2023-06-01,2016618685,C,2,55000.0,27075.0,1.0,0.000676,0.7087223923454167,0.0001391780821917808,0.10124673059201617
2023-05-30,2023-05-31,2016618686,P,3,55000.0,28070.0,26920.0,-0.99945,0.6726317948586799,0.00013863013698630136,-0.00011828498726507153
2023-05-30,2023-05-31,2016618687,C,3,60000.0,28070.0,1.0,0.000619,0.7596431718483095,0.00013863013698630136,0.6156810179191596
2023-05-31,2023-06-01,2016618687,C,2,60000.0,27075.0,1.0,0.000616,0.7957337693350465,0.0001391780821917808,0.09224798302044546
2023-05-30,2023-05-31,2016618689,C,3,65000.0,28070.0,1.0,0.000572,0.8396858795218459,0.00013863013698630136,0.5689225000588958
2023-05-31,2023-06-01,2016618689,C,2,65000.0,27075.0,1.0,0.000571,0.8757764770085829,0.0001391780821917808,0.08549892234176726
2023-05-30,2023-05-31,2016618691,C,3,70000.0,28070.0,1.0,0.000535,0.9137938516755679,0.00013863013698630136,0.532112603019965
2023-05-31,2023-06-01,2016618691,C,2,70000.0,27075.0,1.0,0.000535,0.9498844491623047,0.0001391780821917808,0.08009967379882466
2023-05-30,2023-05-31,2016618692,P,3,70000.0,28070.0,41915.0,-0.999137,0.9137938516755679,0.00013863013698630136,1.1450830132986312e-06
2023-05-31,2023-06-01,2016618692,P,2,70000.0,27075.0,42915.0,-0.99927,0.9498844491623047,0.0001391780821917808,-2.011434831006298e-05
2023-05-30,2023-05-31,2016618693,C,3,75000.0,28070.0,1.0,0.000505,0.9827867231625194,0.00013863013698630136,0.5022667405559667
2023-05-31,2023-06-01,2016618693,C,2,75000.0,27075.0,1.0,0.000507,1.0188773206492563,0.0001391780821917808,0.0759002582654249
2023-05-30,2023-05-31,2016618695,C,3,80000.0,28070.0,1.0,0.00048,1.0473252443000904,0.00013863013698630136,0.47739518850263485
2023-05-31,2023-06-01,2016618695,C,2,80000.0,27075.0,1.0,0.000483,1.0834158417868274,0.0001391780821917808,0.07230075923679657
2023-05-30,2023-05-31,2016618697,C,3,85000.0,28070.0,1.0,0.00046,1.1079498661165255,0.00013863013698630136,0.4574979468599696
2023-05-31,2023-06-01,2016618697,C,2,85000.0,27075.0,1.0,0.000463,1.1440404636032622,0.0001391780821917808,0.06930117671293967
2023-05-30,2023-05-31,2016618699,C,3,90000.0,28070.0,1.0,0.000442,1.165108279956474,0.00013863013698630136,0.43959042938157045
2023-05-31,2023-06-01,2016618699,C,2,90000.0,27075.0,1.0,0.000445,1.2011988774432107,0.0001391780821917808,0.06660155244146848
2023-05-31,2023-06-01,2016618700,P,2,90000.0,27075.0,62910.0,-0.999324,1.2011988774432107,0.0001391780821917808,-5.8079552121226286e-05
2023-05-30,2023-05-31,2016618701,C,3,95000.0,28070.0,1.0,0.000427,1.2191755012267498,0.00013863013698630136,0.4246674981495715
2023-05-31,2023-06-01,2016618701,C,2,95000.0,27075.0,1.0,0.000431,1.2552660987134865,0.0001391780821917808,0.06450184467476872
2023-06-06,2023-06-07,2016618703,C,3,100000.0,27265.0,1.0,0.000417,1.2995663576100664,0.00013835616438356136,0.27295887829218146
2023-06-07,2023-06-08,2016618703,C,2,100000.0,26610.0,1.0,0.00042,1.3238831009984935,0.00013835616438356136,-0.016936012962590064
2023-06-06,2023-06-07,2016618705,C,3,10000.0,27265.0,17260.0,0.999001,-1.0030187353839792,0.00013835616438356136,-0.00017624284614803365
2023-06-06,2023-06-07,2016618706,P,3,10000.0,27265.0,1.0,-0.000413,-1.0030187353839792,0.00013835616438356136,-0.27061591478439284
2023-06-07,2023-06-08,2016618706,P,2,10000.0,26610.0,1.0,-0.000431,-0.9787019919955521,0.00013835616438356136,0.01709927804509226
2023-06-06,2023-06-07,2016618710,P,3,15000.0,27265.0,1.0,-0.000674,-0.5975536272758148,0.00013835616438356136,-0.44154726537835176
2023-06-07,2023-06-08,2016618710,P,2,15000.0,26610.0,1.0,-0.000715,-0.5732368838873878,0.00013835616438356136,0.02845770653649282
2023-06-07,2023-06-08,2016618711,C,2,20000.0,26610.0,6610.0,0.997668,-0.2855548114356068,0.00013835616438356136,-0.0001242270252203026
2023-06-06,2023-06-07,2016618712,P,3,20000.0,27265.0,1.0,-0.00122,-0.30987155482403395,0.00013835616438356136,-0.7991277919082427
2023-06-07,2023-06-08,2016618712,P,2,20000.0,26610.0,1.0,-0.001339,-0.2855548114356068,0.00013835616438356136,0.05341425364435892
2023-06-06,2023-06-07,2016618713,C,3,21000.0,27265.0,6265.0,0.996677,-0.26108139065460195,0.00013835616438356136,-0.0004857055641841468
2023-06-07,2023-06-08,2016618713,C,2,21000.0,26610.0,5610.0,0.997613,-0.23676464726617477,0.00013835616438356136,-0.0001213197712021108
2023-06-06,2023-06-07,2016618714,P,3,21000.0,27265.0,1.0,-0.001419,-0.26108139065460195,0.00013835616438356136,-0.9294547603687708
2023-06-07,2023-06-08,2016618714,P,2,21000.0,26610.0,1.0,-0.001578,-0.23676464726617477,0.00013835616438356136,0.06297293114240365
2023-06-06,2023-06-07,2016618715,C,3,22000.0,27265.0,5265.0,0.996602,-0.21456137501970907,0.00013835616438356136,-0.0005610116883579819
2023-06-07,2023-06-08,2016618715,C,2,22000.0,26610.0,4610.0,0.997559,-0.1902446316312819,0.00013835616438356136,-0.00011715991120353486
2023-06-06,2023-06-07,2016618716,P,3,22000.0,27265.0,2.0,-0.002998,-0.21456137501970907,0.00013835616438356136,-0.9818475115086817
2023-06-07,2023-06-08,2016618716,P,2,22000.0,26610.0,2.0,-0.003389,-0.1902446316312819,0.00013835616438356136,-0.4322985449958293
2023-06-06,2023-06-07,2016618717,C,3,23000.0,27265.0,4270.0,0.990063,-0.1701096124488752,0.00013835616438356136,-0.0016624200693261537
2023-06-07,2023-06-08,2016618717,C,2,23000.0,26610.0,3615.0,0.989643,-0.1457928690604482,0.00013835616438356136,-0.0014066871283764382
2023-06-06,2023-06-07,2016618718,P,3,23000.0,27265.0,5.0,-0.007648,-0.1701096124488752,0.00013835616438356136,-0.8019154062246183
2023-06-07,2023-06-08,2016618718,P,2,23000.0,26610.0,6.0,-0.010206,-0.1457928690604482,0.00013835616438356136,-0.5986821914593552
2023-06-06,2023-06-07,2016618719,C,3,24000.0,27265.0,3275.0,0.981571,-0.12754999803007927,0.00013835616438356136,-0.0022971207863105025
2023-06-07,2023-06-08,2016618719,C,2,24000.0,26610.0,2625.0,0.972133,-0.10323325464165224,0.00013835616438356136,-0.0035227525793722902
2023-06-06,2023-06-07,2016618720,P,3,24000.0,27265.0,12.0,-0.018944,-0.12754999803007927,0.00013835616438356136,-0.7007347385270439
2023-06-07,2023-06-08,2016618720,P,2,24000.0,26610.0,16.0,-0.028038,-0.10323325464165224,0.00013835616438356136,-0.49247521918200354
2023-06-06,2023-06-07,2016618721,C,3,25000.0,27265.0,2295.0,0.949941,-0.08672800350982411,0.00013835616438356136,-0.007888308341282735
2023-06-07,2023-06-08,2016618721,C,2,25000.0,26610.0,1655.0,0.918569,-0.0624112601213971,0.00013835616438356136,-0.013274138940781666
2023-06-06,2023-06-07,2016618722,P,3,25000.0,27265.0,30.0,-0.048724,-0.08672800350982411,0.00013835616438356136,-0.5638676749289939
2023-06-07,2023-06-08,2016618722,P,2,25000.0,26610.0,45.0,-0.080715,-0.0624112601213971,0.00013835616438356136,-0.48388029723132675
2023-06-06,2023-06-07,2016618723,C,3,26000.0,27265.0,1345.0,0.867175,-0.04750729035654281,0.00013835616438356136,-0.020210188213048985
